UniqID,Lat,Lon,SiteName,LabCode,Age,Error,Material,Reference,LEVEL2,L2Desc,calcurve
100484,21.61403197,-78.95849586,Los Pedregales,GD-619,1170,90,charcoal/charred material,Pazdur et al. 1982:174; Pino 1995:2 ,16.2,Greater Antilles,tropics
100485,21.61403197,-78.95849586,Potrero del Mango,Beta-148961,880,80,charcoal/charred material,Valcircel Rojas 2002:141-143,16.2,Greater Antilles,tropics
100486,21.61403197,-78.95849586,Potrero del Mango,Beta-148962,620,60,charcoal/charred material,Valcircel Rojas 2002:143,16.2,Greater Antilles,tropics
100487,21.61403197,-78.95849586,Potrero del Mango,Y-206,810,80,wood,Stuiver 1969:627; Pino 1995:7; Valcircel Rojas 2002:141-143,16.2,Greater Antilles,tropics
100492,21.61403197,-78.95849586,Punta de Peque,Beta-93860,1400,60,terrestrial shell,Ulloa Hung and Valcircel Rojas 2002:233,16.2,Greater Antilles,tropics
100493,21.61403197,-78.95849586,San Benito,Beta-93851,2020,60,terrestrial shell,Ulloa Hung and Valcircel Rojas 2002:233,16.2,Greater Antilles,tropics
100498,21.61403197,-78.95849586,Vega del Palmar,Y-465,960,60,charcoal/charred material,Deevey et al.1959:26,16.2,Greater Antilles,tropics
100501,21.61403197,-78.95849586,Ventas de Casanova,FS-AC-2422,420,45,charcoal/charred material,Pino 1995:6,16.2,Greater Antilles,tropics
100502,21.61403197,-78.95849586,Ventas de Casanova,FS-AC-2423,315,45,charcoal/charred material,Pino 1995:5,16.2,Greater Antilles,tropics
100503,21.61403197,-78.95849586,Ventas de Casanova,FS-AC-2424,475,35,charcoal/charred material,Pino 1995:6,16.2,Greater Antilles,tropics
100504,21.61403197,-78.95849586,Ventas de Casanova,FS-AC-2421,375,25,charcoal/charred material,Pino 1995:6,16.2,Greater Antilles,tropics
100505,21.61403197,-78.95849586,Victoria I,LC-H-1035,1450,70,charcoal/charred material,Pino 1995:4; Godo Torres 1994:141,16.2,Greater Antilles,tropics
100506,21.61403197,-78.95849586,Victoria I,LC-H-1034,2070,110,charcoal/charred material,Pino 1995:4; Godo Torres 1994:141,16.2,Greater Antilles,tropics
100507,21.61403197,-78.95849586,Victoria I,LC-H-565,960,50,charcoal/charred material,Pino 1995:3,16.2,Greater Antilles,tropics
100508,21.61403197,-78.95849586,Cueva de la Lechuza,LE-4288-,3030,180,charcoal/charred material ,Pino 1995:6 ,16.2,Greater Antilles,tropics
100509,21.61403197,-78.95849586,Cueva de la Lechuza,LE-4287-,3030,180,charcoal/charred material ,Pino 1995:6 ,16.2,Greater Antilles,tropics
100510,21.61403197,-78.95849586,Cueva de la Lechuza,LE-4283-,5270,120,charcoal/charred material ,Pino 1995:6 ,16.2,Greater Antilles,tropics
100511,21.61403197,-78.95849586,Cueva de la Lechuza ,LE-4290-,2610,120,charcoal/charred material ,Pino 1995:6 ,16.2,Greater Antilles,tropics
100512,21.61403197,-78.95849586,Cueva de la Lechuza,LE-4281-,2610,120,charcoal/charred material ,Pino 1995:6 ,16.2,Greater Antilles,tropics
100513,21.61403197,-78.95849586,Cueva de la Lechuza,LE-4275-,2580,90,charcoal/charred material ,Pino 1995:6 ,16.2,Greater Antilles,tropics
100514,21.61403197,-78.95849586,Cueva de la Pintura ,GD-1039-,2160,55,charcoal/charred material ,Pazdur et al. 1982:173; Pino 1995:6 ,16.2,Greater Antilles,tropics
100515,21.61403197,-78.95849586,Cueva de la Pintura ,GD-601-,2805,60,charcoal/charred material ,Pazdur et al. 1982:173; Pino 1995:6 ,16.2,Greater Antilles,tropics
100516,21.61403197,-78.95849586,Cueva de la Pintura ,GD-591-,2930,80,charcoal/charred material ,Pazdur et al. 1982:173 ,16.2,Greater Antilles,tropics
100517,21.61403197,-78.95849586,Cueva de la Pintura ,GD-614-,2720,65,charcoal/charred material ,Pazdur et al. 1982:173; Pino 1995:6 ,16.2,Greater Antilles,tropics
100518,21.61403197,-78.95849586,Cueva de la Pintura ,GD-1046-,2840,60,charcoal/charred material ,Pazdur et al. 1982:173 ,16.2,Greater Antilles,tropics
100519,21.61403197,-78.95849586,Cueva de la Pintura ,GD-613-,2880,70,charcoal/charred material ,Pazdur et al. 1982:173 ,16.2,Greater Antilles,tropics
100520,21.61403197,-78.95849586,Cueva del Perico I,GD-617-,1495,60,charcoal/charred material ,Pino 1995:3 ,16.2,Greater Antilles,tropics
100521,21.61403197,-78.95849586,Cueva del Perico I,GD-1051-,1990,80,charcoal/charred material ,Pazdur et al. 1982:173; Pino 1995:3; Martinez Fuentes et al. 2003:65 ,16.2,Greater Antilles,tropics
100522,21.61403197,-78.95849586,Cueva del Perico I,GD-616-,1350,70,charcoal/charred material ,Pino 1995:3 ,16.2,Greater Antilles,tropics
100713,18.89923286,-70.50034293,El Cabo,GrN-31412,1230,40,charcoal/charred material,Samson 2010,16.2,Greater Antilles,tropics
100714,18.89923286,-70.50034293,El Cabo,GrN-30534,600,25,charcoal/charred material,Samson 2010,16.2,Greater Antilles,tropics
100715,18.89923286,-70.50034293,El Cabo,GrN-30535,580,30,charcoal/charred material,Samson 2010,16.2,Greater Antilles,tropics
100716,18.89923286,-70.50034293,El Cabo,GrN-29035,535,25,charcoal/charred material,Samson 2010,16.2,Greater Antilles,tropics
100717,18.89923286,-70.50034293,El Cabo,GrN-29931,815,35,charcoal/charred material,Samson 2010,16.2,Greater Antilles,tropics
100718,18.89923286,-70.50034293,El Cabo,GrN-31417,915,20,charcoal/charred material,Samson 2010,16.2,Greater Antilles,tropics
100719,18.89923286,-70.50034293,El Cabo,GrN-31418,925,30,charcoal/charred material,Samson 2010,16.2,Greater Antilles,tropics
100720,18.89923286,-70.50034293,El Cabo,GrN-29934,1110,25,faunal material,Samson 2010,16.2,Greater Antilles,tropics
100730,18.89923286,-70.50034293,La Cacique,GrN-6578,740,60,charcoal/charred material,Veloz Maggiolo et al. 1981,16.2,Greater Antilles,tropics
100731,18.89923286,-70.50034293,La Caleta,I-6938,2495,80,charcoal/charred material,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100732,18.89923286,-70.50034293,La Caleta,I-7179,965,85,charcoal/charred material,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100733,18.89923286,-70.50034293,La Caleta,I-7163,780,50,charcoal/charred material,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100734,18.89923286,-70.50034293,La Caleta,I-7183,740,130,charcoal/charred material,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100735,18.89923286,-70.50034293,La Caleta,I-1650,1680,100,charcoal/charred material,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100736,18.89923286,-70.50034293,La Caleta,IVIC-422,670,70,charcoal/charred material,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100737,18.89923286,-70.50034293,El Caimito,I-6924,1965,90,faunal material,Veloz Maggiolo et al. 1973,16.2,Greater Antilles,tropics
100738,18.89923286,-70.50034293,El Caimito,I-7821,1830,85,faunal material,Veloz Maggiolo et al. 1973,16.2,Greater Antilles,tropics
100739,18.89923286,-70.50034293,El Caimito,I-7822,1865,85,faunal material,Veloz Maggiolo et al. 1973,16.2,Greater Antilles,tropics
100740,18.89923286,-70.50034293,El Caimito,I-7823,2130,85,faunal material,Veloz Maggiolo et al. 1973,16.2,Greater Antilles,tropics
100741,18.89923286,-70.50034293,El Carril,CSIC-104,1030,100,charcoal/charred material,Veloz Maggiolo et al. 1981,16.2,Greater Antilles,tropics
100742,18.89923286,-70.50034293,Cave Isabella-Dominican Republic,OxA-21153,606,25,wood,Ostapkowicz et al. 2013,16.2,Greater Antilles,tropics
100743,18.93507437,-72.67736297,Complejo Cordillera Central,I-6165,2790,190,unknown,Veloz Maggiolo and Ortega 1973,16.2,Greater Antilles,tropics
100744,18.89923286,-70.50034293,Corrales,I-6594,1090,90,charcoal/charred material,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100745,18.89923286,-70.50034293,Corrales,I-6593,1080,90,charcoal/charred material,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100748,18.89923286,-70.50034293,La Cucama,I-7889,1545,100,charcoal/charred material,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100749,18.89923286,-70.50034293,Cueva de Berna,I-9539,3205,90,charcoal/charred material,Veloz Maggiolo et al. 1977,16.2,Greater Antilles,tropics
100750,18.89923286,-70.50034293,Cueva de Berna,I-5940,3840,130,charcoal/charred material,Veloz Maggiolo et al. 1977,16.2,Greater Antilles,tropics
100752,18.89923286,-70.50034293,Cueva Elizabeth,I-6448,1125,90,,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100753,18.89923286,-70.50034293,Cueva del Ferrocarril,I-8737,1315,80,charcoal/charred material,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100755,18.89923286,-70.50034293,Don Julio,DSH-3784,754,39,charcoal/charred material,University of Leiden,16.2,Greater Antilles,tropics
100756,18.89923286,-70.50034293,Don Julio,DSH-3785,1031,45,charcoal/charred material,University of Leiden,16.2,Greater Antilles,tropics
100760,18.93507437,-72.67736297,En Ba Saline,Beta-47758,810,70,charcoal/charred material,Deagan 2004,16.2,Greater Antilles,tropics
100761,18.93507437,-72.67736297,En Ba Saline,Beta-46760,800,60,charcoal/charred material,Deagan 2004,16.2,Greater Antilles,tropics
100762,18.93507437,-72.67736297,En Ba Saline,Beta-46759,720,50,charcoal/charred material,Deagan 2004,16.2,Greater Antilles,tropics
100763,18.93507437,-72.67736297,En Ba Saline,Beta-18173,680,80,charcoal/charred material,Deagan 2004,16.2,Greater Antilles,tropics
100764,18.93507437,-72.67736297,En Ba Saline,Beta-046761,320,70,charcoal/charred material,Deagan 2004,16.2,Greater Antilles,tropics
100765,18.93507437,-72.67736297,En Ba Saline,Beta-01527,640,260,charcoal/charred material,Deagan 2004,16.2,Greater Antilles,tropics
100766,18.93507437,-72.67736297,En Ba Saline,Beta-18172,600,70,charcoal/charred material,Deagan 2004,16.2,Greater Antilles,tropics
100767,18.93507437,-72.67736297,En Ba Saline,Beta-10526,430,80,charcoal/charred material,Deagan 2004,16.2,Greater Antilles,tropics
100768,18.93507437,-72.67736297,En Ba Saline,Beta-018469,440,60,charcoal/charred material,Deagan 2004,16.2,Greater Antilles,tropics
100769,18.93507437,-72.67736297,En Ba Saline,Beta-010528,340,70,charcoal/charred material,Deagan 2004,16.2,Greater Antilles,tropics
100774,18.89923286,-70.50034293,Hatillo Palma II,I-6016,605,90,charcoal/charred material,Veloz Maggiolo et al. 1981,16.2,Greater Antilles,tropics
100775,18.89923286,-70.50034293,Hatillo Palma I,I-6015,515,90,charcoal/charred material,Veloz Maggiolo et al. 1981,16.2,Greater Antilles,tropics
100776,18.89923286,-70.50034293,Honduras del Oeste,I-6012,2310,95,unknown,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100777,18.89923286,-70.50034293,Hoyo de Toro,I-6756,3890,95,charcoal/charred material,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100778,18.89923286,-70.50034293,Humilde Lpez,GrN-32770,915,30,charcoal/charred material,University of Leiden,16.2,Greater Antilles,tropics
100779,18.89923286,-70.50034293,Humilde Lpez,GrN-32771,925,20,charcoal/charred material,University of Leiden,16.2,Greater Antilles,tropics
100780,18.93507437,-72.67736297,Ile a Rat,Beta-108547,690,70,charcoal/charred material,Keegan 1999,16.2,Greater Antilles,tropics
100781,18.93507437,-72.67736297,Ile a Rat,Beta-108548,1130,50,charcoal/charred material,Keegan 1999,16.2,Greater Antilles,tropics
100782,18.89923286,-70.50034293,Macao,I-6445,925,110,charcoal/charred material,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100783,18.89923286,-70.50034293,La Madama-Cabo Samani,I-9780,2795,140,charcoal/charred material,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100784,18.89923286,-70.50034293,Madrigales,I-7388,2030,95,charcoal/charred material,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100785,18.89923286,-70.50034293,Manantial de la Aleta,Beta-112400,910,40,wood,Conrad et al. 2001:14,16.2,Greater Antilles,tropics
100786,18.89923286,-70.50034293,Manantial de la Aleta,Beta-107023,940,30,plant material,Conrad et al. 2001:14,16.2,Greater Antilles,tropics
100787,18.89923286,-70.50034293,Manantial de la Aleta,Beta-96781,680,60,wood,Conrad et al. 2001:14,16.2,Greater Antilles,tropics
100788,18.89923286,-70.50034293,Manantial de la Aleta,Beta-108314,620,70,plant material,Conrad et al. 2001:14,16.2,Greater Antilles,tropics
100789,18.89923286,-70.50034293,Manantial de la Aleta,Beta-108313,990,70,wood,Conrad et al. 2001:14,16.2,Greater Antilles,tropics
100790,18.89923286,-70.50034293,Manantial de la Aleta,Beta-108315,540,50,wood,Conrad et al. 2001:14,16.2,Greater Antilles,tropics
100791,18.89923286,-70.50034293,Manantial de la Aleta,Beta-96782,870,60,wood,Conrad et al. 2001:14,16.2,Greater Antilles,tropics
100792,18.89923286,-70.50034293,Mordan,IVIC-5,4400,170,charcoal/charred material,Wilson 1995:397,16.2,Greater Antilles,tropics
100793,18.89923286,-70.50034293,Mordan,Tx-54,4140,130,charcoal/charred material,Wilson 1995:397,16.2,Greater Antilles,tropics
100794,18.89923286,-70.50034293,Mordan,Y-1422,4560,80,charcoal/charred material,Wilson 1995:397,16.2,Greater Antilles,tropics
100795,18.89923286,-70.50034293,El Morro,I-6443,970,90,unknown,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100796,18.89923286,-70.50034293,La Muchacha,GrN-32767,390,35,charcoal/charred material,University of Leiden,16.2,Greater Antilles,tropics
100797,18.89923286,-70.50034293,La Muchacha,GrN-32766,540,50,charcoal/charred material,University of Leiden,16.2,Greater Antilles,tropics
100798,18.89923286,-70.50034293,museum collection,OxA-21149,801,24,wood,Brock et al. 2012; Ostapkowicz et al. 2013,16.2,Greater Antilles,tropics
100799,18.89923286,-70.50034293,museum collection,OxA-21148,805,24,wood,Brock et al. 2012; Ostapkowicz et al. 2013,16.2,Greater Antilles,tropics
100800,18.89923286,-70.50034293,museum collection,OxA-18331,383,25,wood,Ostapkowicz et al. 2012:4,16.2,Greater Antilles,tropics
100801,18.89923286,-70.50034293,museum collection,OxA-18457,923,27,wood,Ostapkowicz et al. 2012:4,16.2,Greater Antilles,tropics
100802,18.93507437,-72.67736297,museum collection,OxA-19175,547,28,wood,Ostapkowicz et al. 2012:4,16.2,Greater Antilles,tropics
100803,18.93507437,-72.67736297,museum collection,OxA-19176,369,28,wood,Ostapkowicz et al. 2012,16.2,Greater Antilles,tropics
100804,18.93507437,-72.67736297,museum collection,OxA-19178,491,27,wood,Ostapkowicz et al. 2012,16.2,Greater Antilles,tropics
100805,18.89923286,-70.50034293,museum collection,OxA-19398,904,28,wood,Ostapkowicz et al. 2012 insufficient provenience ,16.2,Greater Antilles,tropics
100806,18.89923286,-70.50034293,museum collection,OxA-19399,927,28,wood,Ostapkowicz et al. 2012,16.2,Greater Antilles,tropics
100807,18.89923286,-70.50034293,museum collection,OxA-20675,1107,26,wood,Ostapkowicz et al. 2012,16.2,Greater Antilles,tropics
100808,18.89923286,-70.50034293,museum collection,OxA-20676,1144,27,wood,Ostapkowicz et al. 2012,16.2,Greater Antilles,tropics
100809,18.89923286,-70.50034293,museum collection,OxA-21855,1093,24,wood,Ostapkowicz et al. 2012,16.2,Greater Antilles,tropics
100810,18.89923286,-70.50034293,museum collection,OxA-20627,1031,27,wood,Ostapkowicz et al. 2012:4; insufficient provenience,16.2,Greater Antilles,tropics
100811,18.89923286,-70.50034293,museum collection,OxA-20626,1165,28,wood,Ostapkowicz et al. 2012:4 insufficient provenience,16.2,Greater Antilles,tropics
100812,18.89923286,-70.50034293,museum collection,OxA-19170,150,25,wood,Ostapkowicz et al. 2012:4,16.2,Greater Antilles,tropics
100813,18.89923286,-70.50034293,museum collection,OxA-15483,621,26,wood,Ostapkowicz et al. 2013,16.2,Greater Antilles,tropics
100816,18.93507437,-72.67736297,cave-Isle de La Gonave,OxA-19169,617,29,wood,Ostapkowicz et al.,16.2,Greater Antilles,tropics
100817,18.93507437,-72.67736297,cave-Isle de La Gonave,OxA-19171,1139,27,wood,Ostapkowicz et al. 2012:4,16.2,Greater Antilles,tropics
100819,18.89923286,-70.50034293,Sonador,UG2-433,1255,115,charcoal/charred material,Morbin Laucer 1979 ,16.2,Greater Antilles,tropics
100820,18.89923286,-70.50034293,Sonador,UG-432,580,65,charcoal/charred material,Veloz Maggiolo et al. 1973 ,16.2,Greater Antilles,tropics
100821,18.89923286,-70.50034293,Sonador,UG-434,480,65,charcoal/charred material,Rouse and Cruxent 1979 ,16.2,Greater Antilles,tropics
100822,18.89923286,-70.50034293,Taveras I,I-5818,2095,135,charcoal/charred material,Morbin Laucer 1979 ,16.2,Greater Antilles,tropics
100823,18.89923286,-70.50034293,Taveras II,SI-991,1805,70,charcoal/charred material,Morbin Laucer 1979 ,16.2,Greater Antilles,tropics
100824,18.89923286,-70.50034293,El Vigia,I-8742,3920,85,charcoal/charred material,Morbin Laucer 1979 ,16.2,Greater Antilles,tropics
100825,18.89923286,-70.50034293,El Vigia,I-08763,3775,85,charcoal/charred material,Morbin Laucer 1979 ,16.2,Greater Antilles,tropics
100827,18.89923286,-70.50034293,Los Pirez,GrN-32768,855,25,,University of Leiden,16.2,Greater Antilles,tropics
100830,18.89923286,-70.50034293,Playa de Bavaro,I-10337,945,80,,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100831,18.89923286,-70.50034293,El Pleicito,I-6147,865,90,,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100832,18.89923286,-70.50034293,Popi,GrN-32772,972,15,,University of Leiden,16.2,Greater Antilles,tropics
100833,18.89923286,-70.50034293,El Porvenir,I-6615,2855,90,unknown,Wilson 1995:397,16.2,Greater Antilles,tropics
100834,18.89923286,-70.50034293,El Porvenir,I-6792,2980,95,,Wilson 1995:397,16.2,Greater Antilles,tropics
100835,18.89923286,-70.50034293,Puerto Alejandro,I-10338,3400,95,charcoal/charred material,Morbin Laucer 1979,16.2,Greater Antilles,tropics
100845,18.89923286,-70.50034293,Punta Cana  ,Beta-179653-,1750,50,unknown ,Ortega et al. 2003:413 ,16.2,Greater Antilles,tropics
100846,18.89923286,-70.50034293,Punta Garza  ,I-6858-,705,85,unknown ,Morbin Laucer 1979 ,16.2,Greater Antilles,tropics
100848,18.89923286,-70.50034293,Rio Joba  ,GrN-31914,985,15,charcoal/charred material ,University of Leiden ,16.2,Greater Antilles,tropics
100849,18.89923286,-70.50034293,Rio Joba  ,N-3517-,1150,85,charcoal/charred material ,Maggiolo et al. 1981 ,16.2,Greater Antilles,tropics
100850,18.89923286,-70.50034293,Rio Joba  ,N-3516-,1080,65,charcoal/charred material ,Veloz Maggiolo et al. 1981 ,16.2,Greater Antilles,tropics
100851,18.89923286,-70.50034293,Rio Verde/Cutup ,N-3360-,1210,75,charcoal/charred material ,Veloz Maggiolo et al. 1981 ,16.2,Greater Antilles,tropics
100852,18.89923286,-70.50034293,Rio Verde  ,GrN-6577-,1095,60,charcoal/charred material ,Veloz Maggiolo et al. 1981 ,16.2,Greater Antilles,tropics
100853,18.89923286,-70.50034293,Rio Verde  ,GrN-6576-,1145,30,charcoal/charred material ,Veloz Maggiolo et al. 1981 ,16.2,Greater Antilles,tropics
100854,18.89923286,-70.50034293,Rio Verde  ,GrN-6575-,965,30,charcoal/charred material ,Veloz Maggiolo et al. 1981 ,16.2,Greater Antilles,tropics
100855,18.89923286,-70.50034293,La Romana  ,Y-1896-,940,80,charcoal/charred material ,Morbin Laucer 1979 ,16.2,Greater Antilles,tropics
100856,18.89923286,-70.50034293,Sabaneta de Juan  Dolio,I-6755-,2195,90,charcoal/charred material ,Morbin Laucer 1979 ,16.2,Greater Antilles,tropics
100857,18.89923286,-70.50034293,La Isleta,I-7852,1230,90,unknown,Morbin Laucer 1979 ,16.2,Greater Antilles,tropics
100858,18.89923286,-70.50034293,Laguna Castilla,Beta-204702,110,40,organic macrofossils,Lane et al. 2008 ,16.2,Greater Antilles,tropics
100859,18.89923286,-70.50034293,Laguna Castilla,Beta-171499,1000,40,sediment,Lane et al. 2008 ,16.2,Greater Antilles,tropics
100860,18.89923286,-70.50034293,Laguna Castilla,Beta-196818,730,40,sediment,Lane et al. 2008 ,16.2,Greater Antilles,tropics
